,Unnamed: 0,class,id,id_1,id_2,jaccard,text_1,text_2,ca
2660,2660,-1,2916,2612,8475,0.0,Суд Лондона запретил делиться материалами Э.Сноудена с другими странами.,Развязки на МКАД будут построены к 2016 году.,0
2661,2661,-1,2917,2617,8477,0.447446,Кандидат в мэры М.Дегтярев посоветовал конкурентам сняться с выборов.,Собянин: С выборов мэра Москвы никого снимать не нужно.,0
2662,2662,1,2918,2623,8476,0.720833,В России решили ввести соцнормы потребления воды.,В России введут социальную норму потребления воды.,1
2663,2663,0,2919,2645,8480,0.6,Майк Тайсон: Я на грани смерти из-за алкоголя и наркотиков.,Знаменитый боксер Майк Тайсон находится на грани смерти.,1
2664,2664,0,2920,2547,8469,0.694879,Число жертв столкновений в Египте достигло 525 человек.,Число погибших в ходе беспорядков в Египте достигло 600 человек.,1
2665,2665,1,2921,2385,6468,1.0,"""Гражданскую платформу"" сняли с ярославских выборов.",«Гражданскую платформу» официально сняли с ярославских выборов.,1
2666,2666,0,2922,2584,6652,0.7485539999999999,Суд признал виновными чиновников затопленного Крымска.,Чиновников из Крымска признали виновными в халатности.,1
2667,2667,1,2923,2577,6648,0.728571,Чемпионка России по пауэрлифтингу получила 7 лет за убийство.,Чемпионка России по пауэрлифтингу приговорена к семи годам за убийство.,1
2668,2668,-1,2924,2477,6540,0.507093,Рустам Минниханов поздравил мусульман РТ с праздником Ураза-байрам.,Кадыров поздравил мусульман не с тем праздником.,0
2669,2669,1,2925,2386,6463,0.518022,"Добыча сланцевой нефти принесла Shell убытки в 2,1 млрд долл.",Shell потеряла два миллиарда долларов на добыче сланцевого газа.,1
2670,2670,0,2926,2578,6653,0.56598,Заложники в Ингольштадте освобождены в ходе штурма.,В немецком Ингольштадте освободили взятого в заложники вице-мэра.,1
2671,2671,0,2927,2578,6654,0.693181,Заложники в Ингольштадте освобождены в ходе штурма.,Заложники в немецком Ингольштадте освобождены.,1
2672,2672,0,2928,2579,6653,0.683333,Преступник в немецком Ингольштадте освободил одного из заложников.,В немецком Ингольштадте освободили взятого в заложники вице-мэра.,1
2673,2673,0,2929,2579,6654,0.836909,Преступник в немецком Ингольштадте освободил одного из заложников.,Заложники в немецком Ингольштадте освобождены.,1
2674,2674,-1,2930,2580,6653,0.516667,В Ингольштадте мужчина взял заложников в городской ратуше.,В немецком Ингольштадте освободили взятого в заложники вице-мэра.,0
2675,2675,0,2931,2387,6462,0.7485539999999999,Проезд по дорогам Белоруссии стал платным.,В Белоруссии стали платными 815 километров дорог.,1
2676,2676,1,2932,2388,6469,0.95,Высший суд Италии подтвердил тюремный срок С.Берлускони.,Верховный суд Италии подтвердил тюремный срок для Берлускони.,1
2677,2677,0,2933,2389,6466,0.845,"На Манежной площади проведены ""профилактические"" задержания.",Полиция провела задержания на Манежной площади.,1
2678,2678,0,2934,2650,6712,0.653197,"Главу ""Уралкалия"" задержали сразу после встречи с премьером Белоруссии.",В Белоруссии задержали гендиректора «Уралкалия».,1
2679,2679,-1,2935,2650,6716,0.493771,"Главу ""Уралкалия"" задержали сразу после встречи с премьером Белоруссии.",В дело задержанного в Минске главы «Уралкалия» вмешался Медведев.,0
2680,2680,0,2936,2651,6712,0.5061640000000001,"Генеральный директор ""Уралкалия"" задержан в Минске.",В Белоруссии задержали гендиректора «Уралкалия».,1
2681,2681,0,2937,2581,6650,0.648267,Поезд в Индии врезался в толпу людей: погибли десятки паломников.,В Индии поезд врезался в группу паломников.,1
2682,2682,1,2938,2390,6464,0.561249,Генпрокуратура сочла Мадонну и Леди Гагу нелегальными гастарбайтерами.,Генпрокуратура уличила Мадонну и Леди Гагу в нарушении визового режима.,1
2683,2683,0,2939,2582,6649,0.632644,ДТП на юго-западе Москвы: погибли три следователя СК.,В ДТП на проспекте Вернадского погибли три следователя.,1
2684,2684,1,2940,2391,6465,1.075,Эдвард Сноуден покинул Шереметьево.,Эдвард Сноуден покинул «Шереметьево».,1
2685,2685,0,2942,2479,7221,0.562028,ЦБ отобрал лицензию у столичного банка за рискованную политику.,ЦБ отозвал лицензии у двух банков.,1
2686,2686,1,2943,2392,6457,0.710723,Парламент Уругвая легализовал марихуану.,Парламент Уругвая принял закон о легализации марихуаны.,1
2687,2687,0,2944,2394,6460,0.67082,СК обещает проверить рынки по всей России.,СК проверит все рынки на коррупцию.,1
2688,2688,-1,2945,2652,6719,0.584237,США заявили о готовности к операции в Сирии.,США отказались от полноценной военной операции в Сирии.,0
2689,2689,0,2946,2480,6561,0.62,Главой Рособрнадзора назначен Сергей Кравцов.,Медведев назначил нового главу Рособрнадзора.,1
2690,2690,0,2947,2395,6456,0.632644,Twitter отчитался о росте правительственных запросов с начала 2013г.,Twitter рассказал о росте числа правительственных запросов.,1
2691,2691,1,2948,2481,6558,0.708242,Группе Bloodhound Gang на 5 лет запретили въезд в Россию.,Bloodhound Gang на пять лет закроют въезд в Россию.,1
2692,2692,0,2949,2397,6459,0.761695,Тело пропавшего профессора МГУ нашли на берегу Баренцева моря.,В Мурманской области нашли тело пропавшего профессора МГУ.,1
2693,2693,0,2950,2483,6552,0.671579,СМИ: Госдума узаконит лагеря для мигрантов-нелегалов.,Госдума узаконит палаточные лагеря для мигрантов.,1
2694,2694,0,2951,2484,6554,0.609826,Супруги в США признаны виновными в изнасиловании приемных детей из СНГ.,Американцев признали виновными в изнасиловании детей из Казахстана.,1
2695,2695,0,2952,2653,6724,0.5,"Начальника ""лондонского кита"" из J.P.Morgan арестовали в Мадриде.",Бывший трейдер JP Morgan арестован по делу «Лондонского кита».,1
2696,2696,0,2953,2654,6721,0.49015299999999995,"Глава ""Уралкалия"" арестован в Минске на 2 месяца, идут допросы.",Гендиректора «Уралкалия» арестовали на два месяца.,1
2697,2697,0,2954,2398,6459,0.525,Тело пропавшего ученого нашли на берегу Баренцева моря.,В Мурманской области нашли тело пропавшего профессора МГУ.,1
2698,2698,0,2955,2485,6550,0.9311280000000001,"Почтовый сервис, обслуживавший Э.Сноудена, вынудили закрыться.",Обслуживавший Сноудена почтовый сервис закрылся.,1
2699,2699,0,2956,2486,6553,0.7625,ЛДПР заставит россиян сдавать отпечатки пальцев при поездках по стране.,ЛДПР предложила обязать россиян сдавать отпечатки пальцев при поездках.,1
2700,2700,0,2957,2487,6559,0.730297,В Лейпциге сгорел украинский самолет с живыми курами.,В Германии сгорел украинский самолет с курами.,1
2701,2701,0,2959,2488,6556,0.612372,Военный самолет загорелся в аэропорту столицы Сомали.,В Сомали загорелся самолет с оружием.,1
2702,2702,0,2960,2489,6551,0.8,США эвакуировали дипломатов из Пакистана.,США эвакуировали консульство в Пакистане.,1
2703,2703,0,2961,2399,6459,0.761695,На берегу Баренцева моря найдено тело пропавшего профессора МГУ.,В Мурманской области нашли тело пропавшего профессора МГУ.,1
2704,2704,1,2962,2656,6720,0.622745,В Москве арестован таджикский бандит Сталин.,В Москве задержан таджик-клофелинщик Сталин.,1
2705,2705,0,2963,2583,6651,0.750555,Игрок «Ак Барса» Артем Лукоянов подозревается в нападении на полицейского.,Игрока «Ак Барса» задержали за нападение на полицейских.,1
2706,2706,0,2964,2657,6726,0.6,"В житомирской тюрьме умер ""украинский Чикатило"".",В украинской тюрьме умер маньяк Оноприенко.,1
2707,2707,0,2965,2658,6723,0.9487770000000001,СМИ назвали имя организатора убийства главы Совбеза Ингушетии.,Названо имя организатора убийства главы Совбеза Ингушетии.,1
2708,2708,-1,2966,2659,6718,0.574705,Названа приоритетная версия убийства секретаря Совбеза Ингушетии.,Совершено покушение на секретаря Совбеза Ингушетии.,0
2709,2709,0,2967,2660,6718,0.38340599999999997,В Ингушетии убит секретарь Совета безопасности республики.,Совершено покушение на секретаря Совбеза Ингушетии.,1
2710,2710,-1,2968,2585,6663,0.584237,Тунисская активистка FEMEN публично отреклась от организации.,Тунисская активистка FEMEN обвинила соратниц в исламофобии.,0
2711,2711,0,2969,2490,6549,0.755929,Электроснабжение Калининградской обл. восстановлено.,Электроснабжение в Калининградской области восстановлено за счет энергии из Литвы.,1
2712,2712,1,2970,2586,6656,0.6462859999999999,Прокуратура просит назначить информатору WikiLeaks 60 лет тюрьмы.,Обвинение попросило для информатора WikiLeaks 60 лет тюрьмы.,1
2713,2713,-1,2971,2401,6470,0.056695,Посол США и помощник президента РФ обсудили новый статус Э.Сноудена.,Власти Панамы отказались выпустить бывшего диктатора из тюрьмы.,0
2714,2714,1,2972,2492,6565,0.95,"Скончался один из лидеров ""Левого фронта"" Константин Косякин.",Умер один из лидеров «Левого фронта» Константин Косякин.,1
2715,2715,0,2973,2493,6563,0.641558,"Австралийский политик, назвавшая ислам ""страной"", снялась с выборов.",Назвавшая ислам страной австралийка снялась с выборов в парламент.,1
2716,2716,1,2974,2494,6567,0.642857,Петиция за отмену антипиратского закона собрала 100 тыс.подписей.,Петиция против антипиратского закона набрала 100 тысяч голосов.,1
2717,2717,0,2975,2587,6658,0.435465,В Сербии арестовали активы покойного Б.Березовского ценой 9 млрд руб.,Генпрокуратура добилась ареста активов Березовского в Сербии.,1
2718,2718,-1,2976,2495,6566,0.5524060000000001,Первая группа мигрантов из лагеря в Гольяново отправлена на родину.,Мигрантов в Гольяново переселят из палаток в детские лагеря.,0
2719,2719,0,2977,2496,6568,0.956681,В результате взрывов в Багдаде погибли более 50 человек.,В результате серии взрывов в Багдаде погибли 50 человек.,1
2720,2720,0,2978,2497,6564,0.648138,"В Европе разоблачена сеть, занимавшаяся торговлей людьми.",В Европе раскрыли сеть торговцев людьми.,1
2721,2721,-1,2979,2498,6562,0.617213,Самолет с бывшим топ-менеджером Microsoft рухнул на дом в США.,Управляемый бывшим топ-менеджером Microsoft самолет упал на жилой дом.,0
2722,2722,0,2980,2499,6571,0.9142469999999999,Прокуратуру попросили проверить приватизацию квартиры С.Собяниным.,Прокуратуру попросили проверить приватизацию квартиры семьей Собянина.,1
2723,2723,0,2981,2500,6569,0.525,Премьер-министр Израиля попал в больницу.,Премьер-министру Израиля сделали операцию.,1
2724,2724,0,2982,2501,6572,0.528571,"При взрыве в Луганске погибли два человека, 17 пострадали.",В Луганске от взрыва газа в жилом доме погибли двое.,1
2725,2725,0,2983,2502,6570,0.632785,Во Франции перевернулся туристический автобус: двое погибли.,Во Франции разбился туристический автобус.,1
2726,2726,1,2984,2402,6472,0.594068,Казахстан по примеру России начал проверку продукции Roshen.,Вслед за Россией украинские конфеты начал проверять Казахстан.,1
2727,2727,0,2985,2403,6474,0.494356,Присяжные признали вину экс-трейдера Goldman Sachs.,Трейдера Goldman Sachs признали виновным в обмане инвесторов накануне кризиса.,1
2728,2728,0,2986,2404,6482,0.561249,Музыканты Bloodhound Gang на концерте на Украине осквернили флаг России.,Басист Bloodhound Gang подтерся российским флагом на концерте.,1
2729,2729,1,2987,2405,6480,0.7869470000000001,Адвокат: Арест зарубежных счетов Е.Васильевой – абсурд.,Адвокат Васильевой назвал арест счетов абсурдом и провокацией.,1
2730,2730,0,2988,2406,6478,0.516667,Охота на нелегалов: в Москве задержали еще 1700 мигрантов.,Полиция задержала 1700 мигрантов на московской стройке.,1
2731,2731,0,2989,2589,6660,1.0,Треть украинцев отказались от государственной независимости.,Почти треть украинцев отказалась от государственной независимости.,1
2732,2732,0,2990,2407,6479,0.839683,"Прокурор просит 6,5 года для предполагаемого виновника гибели М.Голуб.","Прокурор попросил 6,5 лет для виновника гибели Марины Голуб.",1
2733,2733,0,2991,2590,6659,0.9,Россия попросила Францию выдать бывшего министра финансов Подмосковья.,Генпрокуратура попросила Францию выдать бывшего министра финансов Подмосковья.,1
2734,2734,0,2992,2408,6476,0.8100930000000001,"Мосгорсуд выпустил из СИЗО фигуранта ""болотного дела"" Н.Кавказского.",Мосгорсуд освободил фигуранта «болотного дела» из СИЗО.,1
2735,2735,-1,2994,2661,6737,0.516667,Сирийские власти анонсировали химическую атаку на Европу.,Дамаск предупредил Европу о скорой химической атаке.,0
2736,2736,0,2995,2503,6578,0.880459,Производители водки попросили В.Путина заморозить акциз на 3 года.,Производители водки попросили Путина заморозить акцизы.,1
2737,2737,0,2996,2591,6657,0.833333,Программу по оплате обучения россиян за рубежом заморозили.,Кремль заморозил программу обучения россиян за рубежом.,1
2738,2738,0,2997,2504,6585,0.794185,Главу бостонской мафии признали виновным на 96%.,Главаря бостонской мафии признали виновным по 31 пункту обвинения.,1
2739,2739,0,2998,2505,6582,0.730297,"Скончалась жена Ганжи из фильма ""Большая перемена"".",Скончалась актриса из фильма «Большая перемена».,1
2740,2740,0,2999,2592,6665,0.6,В штате Джорджия открыли стрельбу в школе.,В американской начальной школе открыли стрельбу.,1
2741,2741,1,3000,2593,6664,0.733333,На базе ВМС США в Нью-Джерси прогремел взрыв.,На базе американских ВМС в Нью-Джерси произошел взрыв.,1
2742,2742,0,3001,2506,6574,0.75,Ущерб от наводнения в Амурской области оценили в 3 млрд рублей.,Ущерб от паводка в Амурской области оценили в три миллиарда рублей.,1
2743,2743,0,3002,2410,6477,0.57619,В Красноярске обрушившаяся стена придавила автомобиль: двое погибших.,При обрушении опорной стены в Красноярске погибли два человека.,1
2744,2744,0,3003,2411,6471,0.693026,В Хабаровске Boeing с 234 пассажирами на борту совершил аварийную посадку.,В Хабаровске «Боинг» совершил аварийную посадку.,1
2745,2745,-1,3004,2507,6580,0.0,К охоте на нелегалов подключились российские регионы.,Развитые экономики оказались важнее развивающихся для роста мирового ВВП.,0
2746,2746,0,3005,2594,6662,0.728571,Мурманский архиепископ предложил провести крестный ход на вертолетах.,Мурманский архиепископ предложил провести «крестный облет» области.,1
2747,2747,1,3006,2508,6577,0.7120000000000001,Глава мурманского города Апатиты попал в ДТП на велосипеде.,Глава Апатитов попал на своем велосипеде в ДТП.,1
2748,2748,0,3007,2509,6573,0.866667,С канатной дороги в Крыму эвакуированы все 34 россиянина.,С канатной дороги в Крыму эвакуировали 52 человека.,1
2749,2749,-1,3008,2509,6583,0.516667,С канатной дороги в Крыму эвакуированы все 34 россиянина.,Застрявшим на канатной дороге в Крыму выплатят компенсации.,0
2750,2750,1,3009,2510,6575,0.533333,Крупный НПЗ в Венесуэле загорелся после попадания молнии.,Удар молнии вызвал пожар на НПЗ в Венесуэле.,1
2751,2751,0,3010,2511,6573,0.683333,В Крыму с канатной дороги эвакуировали 8 россиян.,С канатной дороги в Крыму эвакуировали 52 человека.,1
2752,2752,0,3011,2664,6736,0.796088,"""Что в имени твоем"": в Москве родились Мир, Космос и Легенда.",В Москве родились Космос и Легенда.,1
2753,2753,-1,3012,2512,6576,0.633409,ФСИН сообщает о рейдерском захвате земель ведомства в Подмосковье.,ФСИН пожаловалась на попытку рейдерского захвата ее земель в Подмосковье.,0
2754,2754,-1,3013,2662,6734,0.303109,"Помощь Дальнему Востоку: средства собирают волонтеры, РПЦ и бизнес.",РПЦ начала сбор средств для пострадавших от паводка.,0
2755,2755,0,3014,2665,6731,0.547886,Бунтовщики из уральской колонии получили от 6 до 13 лет тюрьмы.,Организатору беспорядков в уральской колонии дали 13 лет.,1
2756,2756,1,3015,2666,6727,0.9125,Сбежавший во время ЧМ в Москве кубинский легкоатлет нашелся в Италии.,Сбежавший во время ЧМ в Москве кубинский легкоатлет обнаружен в Италии.,1
2757,2757,1,3016,2667,6730,0.771925,Руководство крупнейшего порта Сахалина подозревают в хищении 140 млн руб.,Руководство Корсаковского порта заподозрили в хищении 140 миллионов рублей.,1
2758,2758,0,3017,2668,6728,0.5,Сирийские хакеры взломали домен Twitter и сайт The New York Times.,Сирийские хакеры взломали доменный регистр «Твиттера».,1
2759,2759,0,3018,2669,6738,0.745356,В Италии открывается юбилейный Венецианский кинофестиваль.,Открылся юбилейный Венецианский кинофестиваль.,1
2760,2760,-1,3020,2595,6661,0.547723,"В администрации МО ""Красненькая речка"" проходят обыски.",Обыск в муниципалитете «Красненькая речка» завершился.,0
2761,2761,0,3021,2673,6733,0.607865,В Екатеринбурге полиция начала поиски сбежавшего крокодила.,Уральская полиция начала поиски крокодила-беглеца.,1
2762,2762,1,3022,2675,6732,0.9,В Эстонии предлагают сажать за курение во время беременности.,В Эстонии предложили сажать за курение во время беременности.,1
2763,2763,1,3023,2413,6491,0.5369229999999999,Роберт Мугабе переизбран президентом Зимбабве.,Мугабе победил на президентских выборах в Зимбабве.,1
2764,2764,1,3024,2414,6483,0.9722219999999999,Азербайджан объявил персонами нон грата 335 человек за визиты в Карабах.,Азербайджан объявил 335 человек персонами нон грата за поездки в Карабах.,1
2765,2765,0,3025,2415,6489,0.687696,Россия вводит запрет на продукцию новозеландских молочников.,Роспотребнадзор запретил продукцию новозеландских молочников.,1
2766,2766,1,3026,2416,6488,0.894893,"Владелец ""Ливерпуля"" купил у New York Times газету The Boston Globe.",Владелец «Ливерпуля» купил The Boston Globe.,1
2767,2767,1,3027,2417,6490,0.7668119999999999,На музыкантов Bloodhound Gang напали разъяренные казаки.,На Bloodhound Gang в аэропорту напали казаки.,1
2768,2768,-1,3028,2418,6485,0.653841,"Минобороны РФ закупило модернизированные Ми-8 на 12,6 млрд руб.",Минобороны РФ заказало 40 модернизированных вертолетов Ми-8.,0
2769,2769,1,3029,2419,6484,0.8714290000000001,ФРГ расторгла соглашение об обмене данными со спецслужбами США.,ФРГ расторгла соглашение об обмене данными с американскими спецслужбами.,1
2770,2770,0,3030,2420,6486,0.523996,В Афганистане при взрыве у индийского консульства погибли 9 человек.,У консульства Индии в Афганистане произошел взрыв.,1
2771,2771,0,3031,2596,6675,0.561249,МИД РФ вступился за Guardian и напомнил властям Британии о свободе СМИ.,МИД РФ обвинил Великобританию в ущемлении свободы СМИ.,1
2772,2772,0,3032,2597,6673,0.693026,Суд отпустил на свободу экс-президента Египта Хосни Мубарака.,Суд постановил отпустить Мубарака на свободу.,1
2773,2773,-1,3033,2491,6487,0.634582,Палаточный лагерь для мигрантов-нелегалов в Москве.,В Москве в палаточный лагерь для мигрантов заселили 130 человек.,0
2774,2774,1,3034,2422,6493,0.801784,В США отменили запрет на продажу старых моделей iPhone и iPad.,Белый дом отменил запрет на продажу старых моделей iPhone и iPad.,1
2775,2775,0,3035,2423,6495,0.634745,"Посол США назвал ""отвратительной"" выходку басиста Bloodhound Gang.",Посол США в России осудил поступок Bloodhound Gang.,1
2776,2776,1,3036,2424,6492,0.967643,Музыканты Bloodhound Gang покинули территорию России.,Музыканты Bloodhound Gang покинули Россию.,1
2777,2777,1,3037,2676,6732,0.94125,Минюст Эстонии предложил сажать за курение во время беременности.,В Эстонии предложили сажать за курение во время беременности.,1
2778,2778,1,3038,2425,6494,0.693181,В Йемене взорван главный нефтепровод страны.,В Йемене взорвали ключевой нефтепровод.,1
2779,2779,0,3039,2426,6498,0.683333,"Иностранная делегация встретилась с лидером ""Братьев-мусульман"" в тюрьме.",Иностранные дипломаты встретились с арестованным лидером «Братьев-мусульман».,1
2780,2780,0,3040,2598,6672,0.8489700000000001,Сербия неожиданно сняла арест с имущества Б.Березовского.,В Сербии сняли арест с якобы принадлежавших Березовскому активов.,1
2781,2781,0,3041,2513,6592,0.54,СК пожаловался в Адвокатскую палату на защитников С.Удальцова.,Следователи пожаловались на адвокатов Сергея Удальцова.,1
2782,2782,0,3042,2444,6506,0.56598,"""Беларуськалий"" нашел замену российскому партнеру в Катаре.",Белорусы нашли замену «Уралкалию» в Катаре.,1
2783,2783,0,3043,2428,6501,0.516667,Казахстан не нашел в украинских конфетах вредных веществ.,Казахстан отчитался об отсутствии бензпирена в украинских конфетах.,1
2784,2784,-1,3044,2428,6508,0.516667,Казахстан не нашел в украинских конфетах вредных веществ.,Вслед за Казахстаном в качестве украинских конфет убедилась Молдавия.,0
2785,2785,1,3046,2601,6671,0.666396,В Петербурге скончался переводчик Байрона Виктор Топоров.,Умер переводчик и критик Виктор Топоров.,1
2786,2786,0,3047,2429,6510,0.7869470000000001,В Лондоне съели первый в мире гамбургер с искусственным мясом.,В Лондоне съели первый в мире искусственный бургер.,1
2787,2787,1,3048,2602,6668,0.757143,Кубинский бегун дезертировал из сборной во время ЧМ в Москве.,Кубинский легкоатлет сбежал из сборной во время ЧМ в Москве.,1
2788,2788,1,3049,2430,6509,0.8720979999999999,"Виновник гибели Марины Голуб осужден на 6,5 лет.","Виновник гибели Марины Голуб получил 6,5 лет колонии.",1
2789,2789,0,3050,2431,6503,0.489304,Выходкой Bloodhound Gang заинтересовалось МВД Украины.,МВД завело дело о надругательстве над флагом на концерте Bloodhound Gang.,1
2790,2790,0,3051,2431,6507,0.509201,Выходкой Bloodhound Gang заинтересовалось МВД Украины.,Украинское МВД начало расследование скандала с Bloodhound Gang.,1
2791,2791,0,3052,2432,6503,0.6246109999999999,МВД РФ возбудило дело об осквернении флага группой Bloodhound Gang.,МВД завело дело о надругательстве над флагом на концерте Bloodhound Gang.,1
2792,2792,0,3053,2433,6505,0.6,Радио Maximum сняло с эфира Bloodhound Gang после выходки с флагом.,Радио «Максимум» убрало из эфира песни Bloodhound Gang.,1
2793,2793,0,3054,2603,6669,0.730297,"Волоколамский суд закрыл журнал ""Флирт"".",Суд закрыл журнал «Флирт в большом городе».,1
2794,2794,-1,3055,2604,6670,0.0,Полиция освободила заложника: его жизнь похитители оценили в $3 млн.,Бразилия попросила снизить «стратосферные» цены на отели во время ЧМ.,0
2795,2795,0,3056,2443,6502,0.694022,Прокуратура Краснодарского края проверит фестиваль Kubana.,Прокуратура проверит фестиваль KUBANA.,1
2796,2796,0,3057,2515,6589,0.755929,50 оттенков золотого: названы самые высокооплачиваемые писатели.,Forbes назвал самых высокооплачиваемых писателей.,1
2797,2797,0,3058,2435,6500,0.62,В Казахстане арестовали главу космической нацкорпорации.,В Казахстане арестовали за взятку «космического» чиновника.,1
2798,2798,0,3059,2516,12123,0.814923,В Москве закрылся вуз Ордена иезуитов.,В Москве закрыли вуз иезуитов.,1
2799,2799,0,3060,2677,6746,0.509201,Губернатор ЕАО просит перенести выборы в подтопленных районах.,Губернатор Еврейской автономной области попросил перенести выборы.,1
2800,2800,1,3061,2436,6499,0.607143,"НТВ будет судиться с депутатом за бренд ""Говорит и показывает"".",НТВ решила отсудить право на бренд «Говорит и показывает».,1
2801,2801,0,3062,2605,6667,0.728788,Пожар на нефтезаводе под Ангарском: 400 человек эвакуированы.,Под Иркутском из-за пожара на нефтехранилище эвакуировали 400 человек.,1
2802,2802,0,3063,2438,6496,0.94125,Пакистан объявил высший уровень террористической угрозы.,В столице Пакистана объявлен высший уровень террористической угрозы.,1
2803,2803,0,3064,2606,6666,0.547723,В Москве полиция предотвратила похищение и убийство банкира.,Московская полиция инсценировала похищение банкира.,1
2804,2804,0,3065,2439,6512,0.613582,"""Сатана велел"" гостю убить псковского священника П.Адельгейма.",Убит псковский священник Павел Адельгейм.,1
2805,2805,-1,3066,2439,6513,0.428571,"""Сатана велел"" гостю убить псковского священника П.Адельгейма.",Предполагаемый убийца псковского священника был его гостем.,0
2806,2806,0,3068,2517,6587,0.264733,В Самаре скончался прославленный российский конструктор А.Солдатенков.,Умер главный конструктор ракеты «Союз-2».,1
2807,2807,1,3069,2518,6588,0.939149,Скончался легендарный журналист Василий Песков.,Скончался журналист Василий Песков.,1
2808,2808,-1,3070,2519,6591,0.0,Паводок добрался до Еврейской автономной области.,В Аргентине завершили поиски погибших при взрыве дома.,0
2809,2809,0,3071,2441,6497,0.547723,Нью-йоркский полицейский застрелил подростка с пистолетом.,В Нью-Йорке полицейский застрелил угрожавшего ему подростка.,1
2810,2810,0,3072,2678,6744,0.742857,Vodafone подтвердила переговоры о сделке на 130 млрд долл.,Verizon и Vodafone возобновили переговоры о сделке на 100 миллиардов.,1
2811,2811,1,3073,2520,6593,0.646313,В Забайкальском крае из-за ливней ввели режим ЧС.,В Забайкалье из-за ливней ввели режим чрезвычайной ситуации.,1
2812,2812,0,3074,2521,6590,0.571429,Сибирский хирург во время операции украл у пациента героин.,В Красноярском крае хирург украл из желудка пациента героин.,1
2813,2813,1,3075,2685,6750,0.802377,Русский музей покажет картины Сильвестра Сталлоне.,Русский музей проведет выставку картин Сильвестра Сталлоне.,1
2814,2814,1,3076,2680,6747,0.956681,"В Пакистане отменили приговор врачу, выдавшему Усаму бен Ладена.",В Пакистане отменили приговор выдавшему бин Ладена врачу.,1
2815,2815,1,3077,2681,6745,0.9,Научные работники РАН требуют отставки Д.Ливанова и О.Голодец.,Научные работники РАН потребовали отставки Ливанова и Голодец.,1
2816,2816,0,3078,2522,6594,0.614466,В предвыборном ролике премьер Норвегии возил на такси подставных клиентов.,Норвежский премьер возил в такси подставных пассажиров.,1
2817,2817,-1,3079,2442,6500,0.0,СК возбудил дело о мошенничестве при продаже участков Сиверского леса в Ленобласти.,В Казахстане арестовали за взятку «космического» чиновника.,0
2818,2818,0,3080,2683,6743,0.771517,Элитную шведскую школу закрыли из-за скандала с пытками учеников.,Элитную шведскую школу закрыли за пытки утюгом.,1
2819,2819,0,3081,2684,6749,0.547723,Под Петербургом нашли портрет цесаревича столетней давности.,В Пушкине найден портрет цесаревича Алексея.,1
2820,2820,1,3082,2607,6684,0.693181,Хосни Мубарак вылетел из тюрьмы на вертолете.,Мубарак покинул тюрьму на вертолете.,1
2821,2821,-1,3083,2443,6504,0.0,Прокуратура Краснодарского края проверит фестиваль Kubana.,Сбежавшую из цирка зебру нашли на островке безопасности.,0
2822,2822,0,3084,2608,6677,0.56598,В Китае начался суд над бывшим членом политбюро.,В Китае начался суд над Бо Силаем.,1
2823,2823,0,3085,2686,6749,0.8789600000000001,В Пушкине нашли портрет цесаревича Алексея столетней давности.,В Пушкине найден портрет цесаревича Алексея.,1
2824,2824,-1,3086,2445,6519,0.0,"""Единая Россия"" предлагает доработать закон о соцобслуживании.",Депутатов Рады защитили от обвинений в госизмене.,0
2825,2825,1,3087,2609,6680,0.67082,Microsoft заподозрили в причастности к даче взяток в России.,Microsoft заподозрили в подкупе чиновников в России.,1
2826,2826,1,3088,2524,6609,0.9167879999999999,В Египте на месяц ввели чрезвычайное положение.,В Египте ввели чрезвычайное положение.,1
2827,2827,0,3089,2525,6607,0.59467,"Отменен приговор россиянам, осужденным пожизненно за помощь М.Каддафи.",В Ливии отменили приговор осужденным россиянам.,1
2828,2828,-1,3090,2610,6679,0.718892,ЦБ в шестой раз за лето сдвинул границы валютного коридора.,ЦБ сдвинул границы валютного коридора в четвертый раз с начала августа.,0
2829,2829,1,3091,2526,6597,0.9359999999999999,Израиль освободил 26 заключенных палестинцев.,Израиль освободил 26 палестинских заключенных.,1
2830,2830,1,3092,2611,6683,0.715542,В Таллине установлен барельеф Бориса Ельцина.,В Таллине открыли барельеф Ельцина.,1
2831,2831,1,3093,2527,6604,0.7869470000000001,ЦБ РФ потребовал от столичного банка не принимать вклады.,ЦБ потребовал у московского банка не принимать вклады.,1
2832,2832,0,3094,2528,6606,0.505,ВВП еврозоны вырос впервые за полтора года.,Рецессия в еврозоне продлилась полтора года.,1
2833,2833,0,3095,2613,6681,0.8121970000000001,Суд арестовал заказчика похищения президента Фондсервисбанка.,Суд арестовал заказчика похищения и убийства главы Фондсервисбанка.,1
2834,2834,1,3096,2530,6596,0.9167879999999999,ВР подала в суд на правительство США.,BP подала в суд на правительство США.,1
2835,2835,-1,3097,2531,6599,0.169031,Корпоративный рейдер К.Айкан скупает акции Apple.,Рост акций «АвтоВАЗа» на 17 процентов объяснили инсайдом.,0
2836,2836,0,3098,2532,6608,0.471405,Выживший налетчик на дом тульского бизнесмена получил 11 лет тюрьмы.,Суд вынес приговор уцелевшим налетчикам на дом тульского бизнесмена.,1
2837,2837,1,3099,2533,6603,0.5,Грузинский фильм о чеченской войне получил награду в Локарно.,Грузинский фильм про войну в Чечне выиграл приз в Локарно.,1
2838,2838,0,3100,2446,6521,0.8944270000000001,В Иркутской области пропал вертолет Robinson.,В Иркутской области пропал вертолет Robinson R-44.,1
